accident_index,year,location_easting_osgr,location_northing_osgr,longitude,latitude,urban_or_rural_area,lad2014_code,lad2014_name,road_class,road_classcat,cas_severity,cas_mode
200801XD70089,2008,514850,183390,-.3454110026359558,51.53768539428711,1,E09000009,Ealing,A,A,Fatal,pedestrian
2015200035288,2015,402819,288660,-1.959907054901123,52.49584197998047,1,E08000028,Sandwell,A,A,Serious,car/taxi
2005215421198,2005,415240,311740,-1.775904059410095,52.70309448242188,2,E07000194,Lichfield,A,A,Serious,car/taxi
200630C000481,2006,430680,371340,-1.541775941848755,53.23819351196289,2,E07000038,North East Derbyshire,A,A,Serious,pedestrian
200811SB16738,2008,412070,538590,-1.814033985137939,54.74214935302734,2,E06000047,County Durham,A,A,Serious,car/taxi
2016370075256,2016,598850,261957,.9114019870758057,52.21947479248047,2,E07000203,Mid Suffolk,A,A,Serious,car/taxi
2014120121145,2014,502915,490547,-.4200200140476227,54.3001823425293,2,E07000168,Scarborough,A,A,Serious,car/taxi
200601RY10195,2006,546410,175850,.106223002076149,51.46263885498047,1,E09000004,Bexley,A,A,Serious,car/taxi
2014120153592,2014,502688,490975,-.4233599901199341,54.30406951904297,2,E07000168,Scarborough,A,A,Serious,motorcycle
201001TA00182,2010,526130,167290,-.1885900050401688,51.39058685302734,1,E09000024,Merton,A,A,Serious,cyclist
2008100480908,2008,428730,565450,-1.552595019340515,54.98284912109375,1,E08000021,Newcastle upon Tyne,A,A,Serious,pedestrian
200742I260007,2007,563110,180870,.3487380146980286,51.503173828125,2,E06000034,Thurrock,A,A,Serious,car/taxi
200522FE44962,2005,341240,333880,-2.874993085861206,52.89911651611328,2,E06000051,Shropshire,A,A,Serious,car/taxi
2011551D33542,2011,348010,101330,-2.739280939102173,50.80911254882813,2,E07000052,West Dorset,A,A,Serious,pedestrian
200842I399610,2008,546840,211400,.1272999942302704,51.78195190429688,1,E07000073,Harlow,A,A,Serious,car/taxi
201243N264122,2012,484864,186615,-.7768710255622864,51.57197570800781,1,E07000007,Wycombe,A,A,Serious,pedestrian
2009130934609,2009,425450,437930,-1.614742040634155,53.83700180053711,1,E08000035,Leeds,A,A,Serious,car/taxi
200904CM09056,2009,360530,430290,-2.600289106369019,53.76744842529297,2,E07000126,South Ribble,A,A,Serious,car/taxi
201332N056113,2013,484344,343204,-.7452390193939209,52.97953414916992,2,E07000141,South Kesteven,A,A,Fatal,car/taxi
201606M012016,2016,380990,396092,-2.286351919174194,53.46097946166992,1,E08000009,Trafford,A,A,Fatal,car/taxi
200901PL60249,2009,537870,174070,-.0173240005970001,51.44878387451172,1,E09000023,Lewisham,A,A,Serious,car/taxi
2013030002344,2013,351830,492940,-2.742233991622925,54.32975387573242,1,E07000031,South Lakeland,A,A,Serious,pedestrian
2007400D02825,2007,497990,240170,-.572396993637085,52.05122375488281,2,E06000056,Central Bedfordshire,A,A,Serious,car/taxi
200920E127403,2009,408430,285280,-1.877354025840759,52.46536636352539,1,E08000025,Birmingham,A,A,Serious,bus
201501RG40272,2015,546060,180320,.1030120030045509,51.50294876098633,1,E09000011,Greenwich,A,A,Serious,motorcycle
201404CA14166,2014,365625,420843,-2.521944046020508,53.68290328979492,2,E07000118,Chorley,A,A,Serious,car/taxi
2008130005808,2008,426670,433850,-1.59655499458313,53.80027008056641,1,E08000035,Leeds,A,A,Serious,pedestrian
201101TA01446,2011,533650,187520,-.0729219987988472,51.57066345214844,1,E09000012,Hackney,A,A,Serious,pedestrian
2014460248499,2014,559670,144820,.2830590009689331,51.18025970458984,2,E07000115,Tonbridge and Malling,A,A,Serious,motorcycle
2006330603991,2006,473120,302930,-.9213669896125793,52.61919403076172,2,E07000131,Harborough,A,A,Serious,pedestrian
201706M036649,2017,380986,396412,-2.287864,53.464121,1,E08000009,Trafford,A,A,Serious,pedestrian
2016450096231,2016,523880,163248,-.2207469940185547,51.35428237915039,1,E07000208,Epsom and Ewell,A,A,Serious,pedestrian
2009130959609,2009,428900,435500,-1.562543988227844,53.81498336791992,1,E08000035,Leeds,A,A,Serious,cyclist
201506Q007306,2015,389990,404180,-2.152493953704834,53.53417587280273,1,E08000004,Oldham,A,A,Serious,motorcycle
2009070274780,2009,360610,390350,-2.594019889831543,53.40847396850586,1,E06000007,Warrington,A,A,Serious,pedestrian
2016010028542,2016,531730,166660,-.1067989990115166,51.38318252563477,1,E09000008,Croydon,A,A,Serious,motorcycle
2009440506684,2009,441650,112320,-1.408992052078247,50.90879058837891,1,E06000045,Southampton,A,A,Serious,cyclist
200650A21J089,2006,166460,41920,-5.276060104370117,50.23097610473633,2,E06000052,Cornwall,A,A,Serious,car/taxi
201706J032807,2017,390378,388460,-2.146152,53.392901,1,E08000007,Stockport,A,A,Serious,pedestrian
2005230590028,2005,409830,256650,-1.857576012611389,52.20795059204102,2,E07000221,Stratford-on-Avon,A,A,Serious,car/taxi
2015331505357,2015,450017,285083,-1.265277981758118,52.46141052246094,2,E07000131,Harborough,A,A,Serious,cyclist
201504WB15042,2015,346000,454910,-2.825028896331787,53.98740005493164,2,E07000121,Lancaster,A,A,Serious,car/taxi
2010160A00921,2010,526420,407860,-.0931949988007545,53.55214309692383,1,E06000012,North East Lincolnshire,A,A,Serious,cyclist
2013521304779,2013,361090,173360,-2.561448097229004,51.45782089233398,1,E06000023,"Bristol, City of",A,A,Serious,cyclist
2017220166290,2017,386828,271450,-2.194755,52.340982,2,E07000239,Wyre Forest,A,A,Serious,car/taxi
20073102A0304,2007,453250,362010,-1.205183029174805,53.15255355834961,1,E07000174,Mansfield,A,A,Serious,car/taxi
200701RY69044,2007,550580,178810,.1674669981002808,51.48814010620117,1,E09000004,Bexley,A,A,Serious,car/taxi
2016420042736,2016,571662,190990,.4784190058708191,51.59109878540039,1,E07000066,Basildon,A,A,Serious,motorcycle
2007120120190,2007,454340,461320,-1.171604990959167,54.04499435424805,2,E07000164,Hambleton,A,A,Serious,heavy goods
2016350139924,2016,527298,274575,-.1306650042533875,52.35405349731445,2,E07000011,Huntingdonshire,A,A,Serious,cyclist
201150GP2D005,2011,179357,33966,-5.090886116027832,50.16450119018555,1,E06000052,Cornwall,A,A,Serious,cyclist
201301PY20709,2013,547090,168700,.1130380034446716,51.39821243286133,1,E09000006,Bromley,A,A,Serious,cyclist
2015132AE0799,2015,423489,437599,-1.644569993019104,53.83412170410156,1,E08000035,Leeds,A,A,Serious,pedestrian
201037B046369,2010,599250,274120,.9227179884910583,52.32894134521484,2,E07000204,St Edmundsbury,A,A,Serious,heavy goods
201001TB00674,2010,530230,182900,-.1239510029554367,51.52994537353516,1,E09000007,Camden,A,A,Serious,motorcycle
200942I321910,2009,578350,223470,.5898529887199402,51.88121795654297,2,E07000067,Braintree,A,A,Serious,motorcycle
2016521607832,2016,358575,172927,-2.596242904663086,51.45331954956055,1,E06000023,"Bristol, City of",A,A,Serious,cyclist
2017430206777,2017,483246,213636,-.793757,51.815172,1,E07000004,Aylesbury Vale,A,A,Serious,car/taxi
2017010037130,2017,534910,196240,-.051395,51.648779,1,E09000010,Enfield,A,A,Serious,motorcycle
200801FH74050,2008,522740,180090,-.2328509986400604,51.50636672973633,1,E09000013,Hammersmith and Fulham,A,A,Serious,motorcycle
200650C41A828,2006,231710,123280,-4.399034976959229,50.98420715332031,2,E07000046,Torridge,A,A,Serious,car/taxi
20171341J1152,2017,414172,417039,-1.787076,53.64968,1,E08000034,Kirklees,A,A,Serious,car/taxi
2013353107413,2013,556210,259590,.2849699854850769,52.21234512329102,2,E07000009,East Cambridgeshire,A,A,Serious,car/taxi
200601RG40459,2006,541460,177030,.0354869998991489,51.4744987487793,1,E09000011,Greenwich,A,A,Serious,motorcycle
201511ND14675,2015,427497,541615,-1.574136972427368,54.76871490478516,1,E06000047,County Durham,A,A,Serious,motorcycle
200901TD00387,2009,546030,177910,.1016080006957054,51.48124313354492,1,E09000011,Greenwich,A,A,Fatal,pedestrian
2016051603968,2016,341155,398940,-2.886876106262207,53.4836311340332,1,E08000011,Knowsley,A,A,Serious,pedestrian
2010331002148,2010,442650,291490,-1.37287700176239,52.51959991455078,2,E07000132,Hinckley and Bosworth,A,A,Serious,motorcycle
2013440395064,2013,464477,101488,-1.086261034011841,50.80929946899414,1,E06000044,Portsmouth,A,A,Serious,cyclist
201542I079103,2015,570995,206378,.4746429920196533,51.73003768920898,1,E07000070,Chelmsford,A,A,Serious,pedestrian
2011460207641,2011,554350,174190,.2197089940309525,51.44561386108398,1,E07000107,Dartford,A,A,Serious,pedestrian
201704WB17290,2017,348060,467050,-2.795696,54.096722,2,E07000121,Lancaster,A,A,Serious,motorcycle
200542A042208,2005,567490,222530,.4317690134048462,51.87614059448242,2,E07000077,Uttlesford,A,A,Serious,car/taxi
2010360059464,2010,620850,314960,1.266278982162476,52.6872444152832,2,E07000144,Broadland,A,A,Serious,bus
201242I296909,2012,580100,187680,.5967580080032349,51.55918884277344,1,E07000069,Castle Point,A,A,Serious,pedestrian
2009219002089,2009,406270,335930,-1.908197999000549,52.92073059082031,2,E07000193,East Staffordshire,A,A,Serious,car/taxi
201250GC2M005,2012,191683,63629,-4.934901237487793,50.43539047241211,2,E06000052,Cornwall,A,A,Fatal,car/taxi
2017010062265,2017,551530,181560,.182324,51.512651,2,E09000016,Havering,A,A,Serious,car/taxi
2015460251450,2015,635800,166190,1.384606957435608,51.34584426879883,1,E07000114,Thanet,A,A,Serious,cyclist
201404BC14070,2014,341273,447862,-2.895772933959961,53.92354965209961,2,E07000128,Wyre,A,A,Serious,car/taxi
200701TD00044,2007,541640,163620,.0327240005135536,51.35395050048828,2,E09000006,Bromley,A,A,Serious,car/taxi
2015030002464,2015,328430,550400,-3.116008043289185,54.8432731628418,2,E07000026,Allerdale,A,A,Serious,car/taxi
200801MM70933,2008,532320,178270,-.0955749973654747,51.48785018920898,1,E09000028,Southwark,A,A,Serious,cyclist
201442I251608,2014,570930,206429,.4737600088119507,51.73046493530273,1,E07000070,Chelmsford,A,A,Serious,pedestrian
2007160C08440,2007,476140,421430,-.8486229777336121,53.68378067016602,2,E06000011,East Riding of Yorkshire,A,A,Serious,other
2011460201407,2011,591770,163390,.7517549991607666,51.33718872070313,1,E07000113,Swale,A,A,Serious,cyclist
200930D000342,2009,436220,336560,-1.462679982185364,52.92521286010742,2,E06000015,Derby,A,A,Serious,motorcycle
201206F058963,2012,373554,403108,-2.400386095046997,53.52396011352539,1,E08000006,Salford,A,A,Serious,pedestrian
2007121140662,2007,436620,455880,-1.442863941192627,53.99766159057617,2,E07000165,Harrogate,A,A,Serious,car/taxi
2017460246619,2017,565874,152337,.375216,51.246087,2,E07000115,Tonbridge and Malling,A,A,Fatal,pedestrian
200937L016626,2009,643360,273490,1.568374037742615,52.30551528930664,2,E07000205,Suffolk Coastal,A,A,Serious,car/taxi
200514B162905,2005,433490,410520,-1.495525002479553,53.59019088745117,1,E08000016,Barnsley,A,A,Serious,car/taxi
2014100511914,2014,432514,577987,-1.492045998573303,55.09527587890625,2,E06000057,Northumberland,A,A,Serious,cyclist
200842I343509,2008,573190,191040,.4988330006599426,51.59153366088867,2,E07000066,Basildon,A,A,Serious,car/taxi
2010100380210,2010,422370,567740,-1.651795029640198,55.00375366210938,1,E08000021,Newcastle upon Tyne,A,A,Serious,cyclist
201206F066246,2012,378164,402383,-2.330799102783203,53.51765441894531,1,E08000006,Salford,A,A,Serious,other
2006131107606,2006,406480,450160,-1.902758002281189,53.94750595092773,2,E08000032,Bradford,A,A,Fatal,pedestrian
2013471305334,2013,495233,114692,-.6464130282402039,50.92377090454102,2,E07000225,Chichester,A,A,Serious,light goods
200743P017127,2007,428540,197540,-1.588662981987,51.67586135864258,2,E07000180,Vale of White Horse,A,A,Serious,car/taxi
2005131056005,2005,402900,425950,-1.957525014877319,53.72993469238281,2,E08000033,Calderdale,A,A,Fatal,car/taxi
200542D031609,2005,602680,228260,.9456869959831238,51.91592025756836,2,E07000076,Tendring,A,A,Serious,car/taxi
200601LX50440,2006,529960,175630,-.1305170059204102,51.46467208862305,1,E09000022,Lambeth,A,A,Serious,cyclist
2017420233523,2017,538661,199045,.003898,51.673072,2,E07000072,Epping Forest,A,A,Serious,car/taxi
200806B006249,2008,386340,396080,-2.207216024398804,53.46127700805664,1,E08000003,Manchester,A,A,Fatal,pedestrian
201634WS07846,2016,456188,238161,-1.180745959281921,52.03857803344727,2,E07000155,South Northamptonshire,A,A,Serious,motorcycle
2005215102180,2005,388540,347790,-2.172327041625977,53.02725601196289,1,E06000021,Stoke-on-Trent,A,A,Serious,pedestrian
200701LX50179,2007,530390,178170,-.1233939975500107,51.48740005493164,1,E09000022,Lambeth,A,A,Serious,cyclist
201706J028065,2017,388344,392268,-2.176879,53.427088,1,E08000007,Stockport,A,A,Serious,motorcycle
2006123620438,2006,440430,460150,-1.384179949760437,54.0357551574707,2,E07000165,Harrogate,A,A,Serious,car/taxi
200704FA07066,2007,383110,430680,-2.257751941680908,53.77217864990234,1,E07000117,Burnley,A,A,Serious,car/taxi
2015450028171,2015,495918,156940,-.6254550218582153,51.30350875854492,2,E07000217,Woking,A,A,Serious,motorcycle
2010352529310,2010,536130,259870,-.0086160004138947,52.22018432617188,2,E07000012,South Cambridgeshire,A,A,Fatal,cyclist
2017500213446,2017,226359,116757,-4.472046,50.924067,2,E06000052,Cornwall,A,A,Serious,motorcycle
201301MM70912,2013,533420,178500,-.0796540006995201,51.48966217041016,1,E09000028,Southwark,A,A,Serious,cyclist
2015471506193,2015,573539,115913,.4674249887466431,50.91658782958984,2,E07000064,Rother,A,A,Serious,pedestrian
2009440183587,2009,457580,127330,-1.180063962936401,51.04238510131836,2,E07000094,Winchester,A,A,Serious,motorcycle
2007400D01836,2007,502700,236600,-.5048050284385681,52.01828765869141,2,E06000056,Central Bedfordshire,A,A,Fatal,car/taxi
2017160176023,2017,501794,453179,-.449867,53.964701,2,E06000011,East Riding of Yorkshire,A,A,Serious,motorcycle
200804BB08036,2008,343510,460700,-2.86409592628479,54.03916931152344,2,E07000121,Lancaster,A,A,Fatal,car/taxi
200820J032901,2008,391830,293890,-2.121912002563477,52.54277420043945,1,E08000027,Dudley,A,A,Serious,pedestrian
2014300008516,2014,426170,356450,-1.610563993453979,53.10459136962891,2,E07000035,Derbyshire Dales,A,A,Serious,motorcycle
200906K013187,2009,373980,409420,-2.394486904144287,53.58071517944336,1,E08000001,Bolton,A,A,Serious,pedestrian
2009460180388,2009,626500,167170,1.251965999603271,51.35836029052734,2,E07000114,Thanet,A,A,Serious,car/taxi
200750D21O553,2007,295670,92140,-3.479335069656372,50.71942901611328,2,E07000041,Exeter,A,A,Serious,car/taxi
200945SP36961,2009,511580,169470,-.396932989358902,51.41322326660156,1,E07000213,Spelthorne,A,A,Serious,motorcycle
200930A000135,2009,440150,351300,-1.402397990226746,53.05743026733398,2,E07000032,Amber Valley,A,A,Serious,motorcycle
201301EK40232,2013,529540,182450,-.1340589970350266,51.52605819702148,1,E09000007,Camden,A,A,Serious,cyclist
2005360030488,2005,632600,289600,1.422019958496094,52.45475387573242,2,E07000149,South Norfolk,A,A,Serious,bus
2007350404107,2007,540210,289510,.0634389966726303,52.48546600341797,2,E07000010,Fenland,A,A,Serious,car/taxi
201634WN80126,2016,481776,262269,-.8019289970397949,52.25211715698242,2,E07000154,Northampton,A,A,Fatal,car/taxi
2005070504586,2005,371070,364850,-2.434343099594116,53.1799430847168,1,E06000050,Cheshire West and Chester,A,A,Serious,car/taxi
2012100269612,2012,427124,592454,-1.575122952461243,55.22559356689453,2,E06000057,Northumberland,A,A,Serious,motorcycle
2015440320454,2015,464935,102201,-1.079632043838501,50.81572341918945,1,E06000044,Portsmouth,A,A,Serious,pedestrian
200730C000278,2007,443260,374550,-1.352862000465393,53.26617431640625,1,E07000034,Chesterfield,A,A,Serious,motorcycle
2017350173458,2017,535603,265799,-.013949,52.273641,2,E07000012,South Cambridgeshire,A,A,Serious,car/taxi
20073102A3559,2007,451740,362120,-1.227743029594421,53.15369033813477,1,E07000174,Mansfield,A,A,Serious,pedestrian
2015460263252,2015,631160,165720,1.317793965339661,51.34352874755859,2,E07000114,Thanet,A,A,Serious,pedestrian
2008460161105,2008,585500,162240,.6612470149993896,51.32893753051758,2,E07000110,Maidstone,A,A,Serious,car/taxi
200601JC30232,2006,538920,188710,.0035409999545664,51.58008575439453,1,E09000031,Waltham Forest,A,A,Serious,light goods
2006216310048,2006,395020,340930,-2.075602054595947,52.96569061279297,2,E07000197,Stafford,A,A,Serious,car/taxi
2017010040741,2017,522090,175490,-.243796,51.465221,1,E09000027,Richmond upon Thames,A,A,Serious,motorcycle
2016450135654,2016,484373,147208,-.7917979955673218,51.21731567382813,1,E07000216,Waverley,A,A,Serious,cyclist
200501SX20501,2005,527580,192050,-.1588129997253418,51.6127815246582,1,E09000003,Barnet,A,A,Serious,cyclist
200934NK29179,2009,477060,285930,-.8671219944953918,52.46585083007813,2,E07000153,Kettering,A,A,Serious,car/taxi
20084100D0339,2008,502060,212570,-.5212399959564209,51.80242156982422,2,E07000096,Dacorum,A,A,Serious,motorcycle
2016010000132,2016,536210,182860,-.0362140014767647,51.5277214050293,1,E09000030,Tower Hamlets,A,A,Serious,motorcycle
201101TA01579,2011,522110,174990,-.2436870038509369,51.46066665649414,1,E09000032,Wandsworth,A,A,Serious,motorcycle
2006216424207,2006,415540,312140,-1.771445989608765,52.70668029785156,2,E07000194,Lichfield,A,A,Serious,light goods
201431D288814,2014,456782,352278,-1.154091954231262,53.06471633911133,2,E07000173,Gedling,A,A,Serious,bus
2014120040921,2014,482819,513215,-.7224230170249939,54.50750350952148,2,E07000168,Scarborough,A,A,Serious,pedestrian
2015170H10815,2015,448425,535033,-1.249971032142639,54.70799255371094,2,E06000001,Hartlepool,A,A,Serious,motorcycle
2012471201543,2012,531110,105460,-.1395110040903091,50.83376312255859,1,E06000043,Brighton and Hove,A,A,Serious,cyclist
201550AP2F004,2015,141121,31780,-5.623650074005127,50.12948608398438,2,E06000052,Cornwall,A,A,Serious,car/taxi
2008558D02785,2008,370260,89730,-2.422559022903442,50.70637512207031,1,E07000052,West Dorset,A,A,Serious,car/taxi
2011400DA0380,2011,497300,240010,-.582502007484436,52.04990768432617,2,E06000056,Central Bedfordshire,A,A,Serious,car/taxi
2017077093603,2017,354042,379422,-2.691205,53.309746,1,E06000050,Cheshire West and Chester,A,A,Serious,motorcycle
2005100797405,2005,414110,574440,-1.780601978302002,55.06425857543945,2,E06000057,Northumberland,A,A,Serious,car/taxi
200545RU66282,2005,501220,163410,-.5475770235061646,51.36069488525391,2,E07000212,Runnymede,A,A,Fatal,cyclist
2005160A01850,2005,519470,411280,-.1967380046844482,53.58449554443359,2,E06000012,North East Lincolnshire,A,A,Serious,motorcycle
2014521405030,2014,336560,161749,-2.912395000457764,51.3512077331543,2,E06000024,North Somerset,A,A,Serious,motorcycle
201222E204867,2012,365770,239650,-2.500638008117676,52.05413055419922,2,E06000019,"Herefordshire, County of",A,A,Serious,car/taxi
201320M011833,2013,437660,280690,-1.44763195514679,52.42287826538086,2,E08000026,Coventry,A,A,Serious,cyclist
201201EK40417,2012,529210,183340,-.1384859979152679,51.53413391113281,1,E09000007,Camden,A,A,Serious,pedestrian
2016440000524,2016,481311,154862,-.8338950276374817,51.28657531738281,1,E07000089,Hart,A,A,Serious,car/taxi
200804BB08067,2008,343370,464460,-2.866936922073364,54.07294464111328,1,E07000121,Lancaster,A,A,Serious,bus
2016051601034,2016,339419,396013,-2.912472009658813,53.45712661743164,1,E08000012,Liverpool,A,A,Serious,car/taxi
2017010065427,2017,540240,178260,.018424,51.48591,1,E09000011,Greenwich,A,A,Serious,motorcycle
2007360042354,2007,552640,314750,.25798100233078,52.7088623046875,2,E07000146,King's Lynn and West Norfolk,A,A,Serious,pedestrian
200743P299027,2007,435510,210280,-1.486569046974182,51.79000854492188,1,E07000181,West Oxfordshire,A,A,Fatal,pedestrian
2017301701015,2017,417262,345733,-1.744183,53.008651,2,E07000035,Derbyshire Dales,A,A,Serious,car/taxi
200842I313008,2008,593050,185110,.7819399833679199,51.53182983398438,1,E06000033,Southend-on-Sea,A,A,Serious,car/taxi
201104DA11125,2011,353626,429947,-2.704971075057983,53.76379776000977,1,E07000123,Preston,A,A,Serious,motorcycle
2017110163279,2017,436379,538402,-1.436504,54.739288,2,E06000047,County Durham,A,A,Serious,car/taxi
201606P017417,2016,390081,412914,-2.149945974349976,53.61244583129883,1,E08000005,Rochdale,A,A,Serious,light goods
200904AM09049,2009,330580,434370,-3.055517911911011,53.80097961425781,1,E06000009,Blackpool,A,A,Serious,motorcycle
2009160A04780,2009,529920,408740,-.0400310009717941,53.5591926574707,1,E06000012,North East Lincolnshire,A,A,Serious,pedestrian
2016360146711,2016,598912,289369,.9285399913787842,52.46559524536133,2,E07000143,Breckland,A,A,Serious,car/taxi
2009470900543,2009,515610,102720,-.360385000705719,50.81243515014648,1,E07000229,Worthing,A,A,Serious,car/taxi
201501LX50903,2015,528960,174380,-.1453800052404404,51.4537239074707,1,E09000022,Lambeth,A,A,Serious,motorcycle
2015471507107,2015,486804,104806,-.7686589956283569,50.83628463745117,1,E07000225,Chichester,A,A,Serious,motorcycle
200606G059044,2006,397160,395160,-2.044239044189453,53.45317840576172,2,E08000008,Tameside,A,A,Serious,car/taxi
201301CW10246,2013,529760,180900,-.1314589977264404,51.51208114624023,1,E09000033,Westminster,A,A,Serious,pedestrian
2016301600047,2016,418892,345210,-1.718443036079407,53.00356674194336,2,E07000035,Derbyshire Dales,A,A,Serious,cyclist
2016320078686,2016,548804,385149,.235382005572319,53.34201049804688,2,E07000137,East Lindsey,A,A,Serious,car/taxi
2012070225806,2012,338980,362450,-2.913999080657959,53.15565490722656,2,E06000050,Cheshire West and Chester,A,A,Fatal,heavy goods
2008460160123,2008,565760,145590,.3704670071601868,51.18544387817383,2,E07000116,Tunbridge Wells,A,A,Serious,motorcycle
200620J028201,2006,394970,291790,-2.075578927993774,52.52393341064453,1,E08000027,Dudley,A,A,Serious,car/taxi
2008130032708,2008,415860,431350,-1.760808944702148,53.77824020385742,1,E08000032,Bradford,A,A,Serious,pedestrian
2010170M33150,2010,451490,515540,-1.205806970596313,54.53253936767578,2,E06000002,Middlesbrough,A,A,Serious,car/taxi
2008070001287,2008,370530,355110,-2.441524028778076,53.09236145019531,1,E06000049,Cheshire East,A,A,Fatal,pedestrian
2011130153822,2011,426600,423560,-1.598500967025757,53.70778656005859,1,E08000034,Kirklees,A,A,Serious,car/taxi
200637G020974,2006,616520,244060,1.156577944755554,52.05255889892578,1,E07000202,Ipswich,A,A,Serious,motorcycle
20073104D3831,2007,451570,335090,-1.234598994255066,52.91074752807617,1,E07000172,Broxtowe,A,A,Serious,car/taxi
201231B286612,2012,476748,357363,-.8549799919128418,53.10792541503906,2,E07000175,Newark and Sherwood,A,A,Serious,car/taxi
200606N053408,2006,377160,415000,-2.34686803817749,53.63101959228516,1,E08000002,Bury,A,A,Serious,motorcycle
2012360064978,2012,618930,305570,1.231695055961609,52.60374069213867,2,E07000149,South Norfolk,A,A,Serious,motorcycle
200504CA05047,2005,359300,414920,-2.616925001144409,53.62921142578125,2,E07000118,Chorley,A,A,Serious,heavy goods
2008230890772,2008,429120,271140,-1.574038028717041,52.33753967285156,1,E07000222,Warwick,A,A,Serious,cyclist
2015521505524,2015,359154,175741,-2.589559078216553,51.47914123535156,1,E06000023,"Bristol, City of",A,A,Serious,motorcycle
201437EA83810,2014,616333,243968,1.153797030448914,52.05180740356445,1,E07000202,Ipswich,A,A,Serious,pedestrian
2009100257909,2009,440790,561910,-1.364658951759338,54.95019912719727,1,E08000023,South Tyneside,A,A,Fatal,pedestrian
2016440477746,2016,446486,156682,-1.333044052124023,51.30685043334961,2,E07000084,Basingstoke and Deane,A,A,Serious,car/taxi
2016440085651,2016,433162,116482,-1.52790105342865,50.94627380371094,2,E07000091,New Forest,A,A,Serious,car/taxi
2017350193039,2017,519023,298420,-.245231,52.570609,1,E06000031,Peterborough,A,A,Serious,pedestrian
200543P152025,2005,446340,219190,-1.328366994857788,51.86932373046875,2,E07000181,West Oxfordshire,A,A,Serious,car/taxi
200843P207018,2008,453040,204450,-1.233314990997314,51.73620986938477,1,E07000178,Oxford,A,A,Serious,car/taxi
200701TW60264,2007,516090,174280,-.3305340111255646,51.45555114746094,1,E09000027,Richmond upon Thames,A,A,Serious,car/taxi
2017520704690,2017,341640,110142,-2.831054,50.887795,2,E07000189,South Somerset,A,A,Serious,car/taxi
2012471203681,2012,532070,105690,-.1258029937744141,50.83561325073242,1,E06000043,Brighton and Hove,A,A,Serious,car/taxi
2017010033661,2017,526790,178760,-.174999,51.493577,1,E09000020,Kensington and Chelsea,A,A,Serious,cyclist
201220N053462,2012,413680,291320,-1.799829959869385,52.51956176757813,1,E08000025,Birmingham,A,A,Serious,other
200501KG70316,2005,548470,190110,.1418620049953461,51.59023284912109,1,E09000002,Barking and Dagenham,A,A,Serious,car/taxi
2015030000163,2015,340670,497360,-2.914686918258667,54.36828231811523,2,E07000031,South Lakeland,A,A,Serious,car/taxi
2008330807182,2008,461500,301310,-1.093284964561462,52.60607147216797,1,E07000135,Oadby and Wigston,A,A,Serious,cyclist
200806J093496,2008,393370,390580,-2.10121488571167,53.4119758605957,1,E08000007,Stockport,A,A,Serious,motorcycle
2017220243443,2017,352816,312227,-2.699759,52.705658,2,E06000051,Shropshire,A,A,Serious,car/taxi
20114100A0274,2011,534450,214030,-.0511789992451668,51.80869674682617,2,E07000242,East Hertfordshire,A,A,Fatal,cyclist
2010360055959,2010,547330,307480,.1761939972639084,52.64502334594727,1,E07000146,King's Lynn and West Norfolk,A,A,Fatal,motorcycle
2015100085915,2015,418422,618705,-1.7102210521698,55.46184539794922,2,E06000057,Northumberland,A,A,Fatal,car/taxi
200501QK50041,2005,516560,188220,-.3191660046577454,51.58074569702148,1,E09000005,Brent,A,A,Serious,car/taxi
200801TX73191,2008,511160,173260,-.4017809927463531,51.44737243652344,1,E09000018,Hounslow,A,A,Serious,motorcycle
200801BS70003,2008,525190,180550,-.1974049955606461,51.50996398925781,1,E09000020,Kensington and Chelsea,A,A,Serious,pedestrian
2005070503430,2005,365030,352390,-2.523354053497314,53.06758117675781,1,E06000049,Cheshire East,A,A,Serious,pedestrian
20053102A0647,2005,451000,351680,-1.240463018417358,53.0599250793457,2,E07000170,Ashfield,A,A,Serious,car/taxi
200505DH00389,2005,354970,396880,-2.679792881011963,53.46671676635742,1,E08000013,St. Helens,A,A,Serious,pedestrian
2008170H11208,2008,445130,531900,-1.301571011543274,54.68016052246094,2,E06000001,Hartlepool,A,A,Serious,car/taxi
2013471301039,2013,530254,106382,-.1513330042362213,50.84224319458008,1,E06000043,Brighton and Hove,A,A,Serious,car/taxi
2016430283463,2016,439762,222879,-1.422001004219055,51.90259552001953,2,E07000181,West Oxfordshire,A,A,Serious,car/taxi
200942I374211,2009,575570,193400,.5343359708786011,51.61199951171875,1,E07000066,Basildon,A,A,Serious,pedestrian
2005460007071,2005,579630,175350,.5837100148200989,51.44858551025391,2,E06000035,Medway,A,A,Serious,car/taxi
2008470807989,2008,529770,104230,-.1589639931917191,50.8230094909668,1,E06000043,Brighton and Hove,A,A,Serious,motorcycle
2017010059436,2017,537100,176970,-.02727,51.475087,1,E09000023,Lewisham,A,A,Serious,pedestrian
2015160C01901,2015,518837,451317,-.1909299939870834,53.9443244934082,2,E06000011,East Riding of Yorkshire,B,B,Fatal,car/taxi
200506C921541,2005,381820,390080,-2.274945974349976,53.40720748901367,1,E08000003,Manchester,B,B,Serious,bus
2006440529938,2006,459770,91870,-1.154618978500366,50.72332000732422,1,E06000046,Isle of Wight,B,B,Serious,pedestrian
